Sequence_ID	KAN4049539.1	KAN4049538.1	KAN4049537.1	KAN4049536.1	KAN4028371.1	KAN4028370.1	KAN4028369.1	KAN4028368.1	KAN4028367.1	KAN4028366.1	KAN4028365.1	KAN4028364.1	KAN4020167.1	KAN4019825.1	KAN4019824.1	KAN3988656.1	KAN3988622.1	KAN3988621.1	KAN3988620.1	KAN3937019.1	KAN3909434.1	KAN3898344.1	KAN3815460.1	KAN3796834.1	KAN3796733.1	KAN3276177.1	KAN3244679.1	KAN3244455.1	KAN1728004.1	KAN1727817.1	XP_081252512.1	XP_081251926.1	XP_081251925.1	XP_081279448.1	XP_081279447.1	XP_081279446.1	XP_081279445.1	XP_081279444.1	XP_080421443.1	XP_080457172.1	XP_080489744.1	XP_080489380.1	XP_080478064.1	XP_080478071.1	XP_080478070.1	XP_080478069.1	XP_080478068.1	XP_080478067.1	XP_080478066.1	XP_080478065.1	XP_080478063.1	XP_080226139.1	XP_080226138.1	XP_080225761.1	XP_080225760.1	XP_080255093.1	XP_080255092.1	XP_080216133.1	XP_080215990.1	XP_080202477.1	XP_079403352.1	XP_079395065.1	XP_079184151.1	XP_079167338.1	XP_079167337.1	XP_079167336.1	XP_079167335.1	XP_079167334.1	XP_079054589.1	XP_079054588.1	XP_079054587.1	XP_079064106.1	XP_079064077.1	KAM9657203.1	KAM9656907.1	KAM9656906.1	KAM9629049.1	KAM9629048.1	KAM9629047.1	KAM9629046.1	KAM9629045.1	KAM9629044.1	KAM9549035.1	KAM9549034.1	KAM9549033.1	KAM9549032.1	KAM9549031.1	KAM9549030.1	KAM9549029.1	KAM9520985.1	KAM9520627.1	KAM9380728.1	KAM9368738.1	KAM9287290.1	KAM9284415.1	KAM9267304.1	KAM9267244.1	KAM9255269.1	KAM9255060.1	KAM9236084.1	KAM9215082.1	KAM9188857.1	KAM9174645.1	KAM9010565.1	KAM9010564.1	KAM9010563.1	KAM9010562.1	KAM9010561.1	KAM9010560.1	KAM9010559.1	KAM9010558.1	KAM9010557.1	KAM8988953.1	KAM8988543.1	KAM8806775.1	KAM8795385.1	KAM8795200.1	KAM7097051.1	KAM7097050.1	KAM7097049.1	KAM7082031.1	KAM7074423.1	KAM7048750.1	KAM7048749.1	KAM7048748.1	KAM7048747.1	KAM7048746.1	KAM7048745.1	KAM7048744.1	KAM7029977.1	KAM7029976.1	KAM7029824.1	KAM7017246.1	KAM6993681.1	KAM6993576.1	KAM6421179.1	KAM6421178.1	KAM6421177.1	KAM6399256.1	KAM6397452.1	KAM6397451.1	KAM6368541.1	KAM6348312.1	KAM6334097.1	KAM6334096.1	KAM6334095.1	KAM6334094.1	KAM6333948.1	KAM6332697.1	KAM6332696.1	KAM6312410.1	KAM6312155.1	KAM6307105.1	KAM6295428.1	KAM6295375.1	KAM6268683.1	KAM6268682.1	KAM6268681.1	KAM6260583.1	KAM6238621.1	KAM6234076.1	KAM6234075.1	KAM6234074.1	KAM6234073.1	KAM6234072.1	KAM6200806.1	KAM6189981.1	KAM6189741.1	KAM6131972.1	KAM6129456.1	KAM6114929.1	KAM6107986.1	KAM6107800.1	KAM6079057.1	KAM6079056.1	KAM6079055.1	KAM6071054.1	KAM6071053.1	KAM6042744.1	KAM6042490.1	KAM6042489.1	KAM6042488.1	KAM6042305.1	KAM6042101.1	KAM4897387.1	KAM4884552.1	KAM4884515.1	KAM4776468.1	KAM4756934.1	KAM4756933.1	KAM4756552.1	KAM4669087.1	KAM4669086.1	KAM4669085.1	KAM4645386.1	KAM4645123.1	XP_021390439.2	XP_021390438.2	XP_021390437.2	XP_077644499.1
KAM9215082.1	57.05	57.05	53.95	53.95	55.43	55.43	55.21	53.33	50.70	57.38	57.38	54.24	93.85	33.54	33.54	87.39	35.76	35.76	35.33	55.08	92.46	33.23	54.52	92.74	33.74	55.08	92.18	33.43	33.84	92.74	93.58	32.62	32.23	54.51	51.02	51.02	57.72	54.52	90.22	54.80	89.66	33.54	54.75	50.70	57.38	57.38	57.38	57.38	57.38	53.11	54.24	90.78	90.78	33.13	33.13	57.38	53.63	33.03	90.78	54.24	89.94	54.80	85.75	58.26	57.72	57.72	53.07	54.52	57.72	53.44	54.24	34.15	91.90	93.02	33.84	33.84	57.05	57.05	52.27	53.95	50.14	50.14	57.05	57.05	57.05	57.05	57.05	57.05	53.95	32.60	90.50	54.80	88.55	54.24	53.95	32.93	92.46	92.46	32.01	54.52	100.00	54.52	91.06	57.05	57.05	57.05	57.05	57.05	57.05	57.05	57.05	53.95	90.50	33.23	55.37	35.80	76.64	54.69	54.52	47.28	93.85	33.23	55.21	53.33	57.38	57.38	57.38	53.44	54.24	87.96	87.96	34.03	54.24	34.03	84.92	58.05	53.11	54.80	87.71	55.99	53.95	93.02	54.52	26.62	33.65	32.53	26.28	92.18	57.38	54.24	34.95	92.18	54.24	33.64	90.22	57.38	53.44	54.24	54.52	94.69	93.85	93.85	93.85	69.20	65.37	54.52	93.30	32.93	54.52	55.08	93.30	90.50	34.45	57.72	57.72	54.52	58.72	55.37	33.84	75.00	93.30	64.89	92.46	34.15	54.24	36.23	87.11	54.52	33.53	21.24	88.24	56.38	56.38	53.39	33.86	89.66	57.05	57.05	53.95	35.03
KAM9188857.1	96.32	96.32	96.90	96.90	96.14	96.14	95.77	92.62	87.72	95.65	95.65	96.06	54.52	32.83	32.83	52.97	29.91	29.91	29.91	95.77	55.37	32.52	94.93	55.93	30.28	96.90	54.52	31.52	32.83	55.93	55.37	32.83	32.83	94.01	87.12	87.12	95.99	96.34	55.37	98.59	54.52	33.44	93.18	86.06	93.31	93.31	93.31	93.31	93.31	88.56	93.80	54.52	54.52	33.43	33.43	94.98	95.77	31.71	54.52	95.21	55.08	95.21	53.67	95.24	94.98	94.98	89.35	95.77	93.98	89.54	94.65	34.35	56.21	54.80	33.13	33.13	95.99	95.99	89.46	96.62	88.15	88.15	93.65	93.65	93.65	93.65	93.65	93.65	94.08	32.81	55.65	94.37	54.80	96.06	96.62	33.13	55.37	54.80	32.52	96.34	54.52	100.00	55.08	93.65	93.65	93.65	93.65	93.65	93.65	93.65	93.65	94.08	55.65	32.81	93.52	34.77	53.31	93.15	97.18	81.21	55.08	32.22	96.15	92.99	94.98	94.98	94.98	90.20	95.77	53.26	53.26	30.12	96.62	30.72	52.82	94.65	89.22	95.49	53.11	96.14	96.06	55.08	95.77	26.86	34.15	32.83	26.86	54.52	95.32	96.06	34.85	56.21	96.34	32.02	55.08	94.65	88.89	95.49	97.18	54.80	54.52	54.52	54.52	41.54	39.29	96.90	55.65	32.83	95.49	96.34	55.37	56.78	32.22	95.32	95.32	96.06	94.65	95.49	33.13	46.35	55.65	39.78	55.08	32.83	96.06	30.82	52.97	96.34	29.31	17.62	53.82	92.64	92.64	92.96	32.19	55.08	95.32	95.32	95.77	29.61
KAM9174645.1	57.72	57.72	54.52	54.52	55.04	55.04	54.83	52.96	50.35	57.72	57.72	54.52	90.78	34.15	34.15	84.59	35.76	35.76	35.33	55.37	89.11	34.15	54.52	88.83	34.97	55.65	89.66	34.35	33.84	90.22	89.39	33.23	32.83	54.14	50.68	50.68	58.39	55.08	96.65	55.37	88.27	34.80	54.37	50.00	58.05	58.05	58.05	58.05	58.05	52.79	54.80	89.11	89.11	33.43	33.43	58.05	54.19	33.94	89.66	54.52	92.46	55.37	83.24	59.13	58.05	58.05	52.75	54.80	58.39	53.11	54.80	34.76	89.66	91.06	34.45	34.45	57.72	57.72	52.87	54.52	50.43	50.43	57.72	57.72	57.72	57.72	57.72	57.72	54.52	33.54	87.99	55.37	87.15	54.52	54.52	33.23	89.66	89.66	32.93	55.08	91.06	55.08	100.00	57.72	57.72	57.72	57.72	57.72	57.72	57.72	57.72	54.52	87.99	34.17	55.65	36.42	80.63	55.31	55.08	47.85	91.34	33.54	55.21	53.33	58.05	58.05	58.05	53.44	54.80	84.87	84.87	33.73	54.80	34.03	82.96	58.39	52.79	55.08	86.03	55.63	54.52	89.94	55.08	27.27	34.13	33.13	26.92	88.83	58.05	54.80	35.87	89.11	54.80	33.64	86.31	58.05	53.11	54.80	55.08	89.66	89.94	89.94	89.94	66.54	62.90	55.08	90.78	32.93	55.08	55.65	90.22	88.83	34.45	58.39	58.39	55.08	59.40	55.93	34.45	72.03	90.22	62.41	91.90	35.37	54.80	35.93	84.87	55.08	33.23	21.24	84.87	57.05	57.05	53.95	34.48	87.15	57.72	57.72	54.52	35.03
KAM9010565.1	95.99	95.99	95.99	95.99	96.55	96.55	96.08	92.09	86.03	95.99	95.99	95.99	57.05	34.07	34.07	55.89	30.18	30.18	30.18	95.32	58.39	33.33	93.65	57.72	30.15	95.65	56.71	33.21	34.07	58.72	58.05	34.43	34.43	92.89	84.52	84.52	95.99	95.99	58.05	93.65	57.05	34.09	95.67	86.58	97.99	97.99	97.99	97.99	97.99	90.40	97.99	57.05	57.05	35.16	35.16	95.32	95.32	32.72	57.72	93.98	57.38	93.65	56.71	95.67	95.32	95.32	87.80	95.32	94.31	88.40	94.31	34.07	58.72	57.38	34.43	34.43	95.99	95.99	95.99	95.99	95.99	95.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	33.33	57.72	94.31	57.72	94.98	95.99	33.70	58.05	57.72	32.60	95.32	57.05	93.65	57.72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	57.72	32.95	92.98	34.94	54.98	96.66	96.66	91.64	57.38	33.33	95.59	91.63	95.32	95.32	95.32	88.00	95.32	56.23	56.23	29.71	96.32	30.07	55.70	94.65	87.20	94.65	55.37	96.51	95.99	57.72	95.32	25.30	34.23	33.70	25.30	56.71	94.98	94.98	35.40	58.72	94.65	32.73	57.05	93.65	86.40	93.65	96.32	57.38	57.38	57.38	57.38	41.67	38.84	95.65	58.05	33.70	94.31	95.32	57.72	58.39	33.33	94.31	94.31	94.31	94.65	94.65	34.43	48.02	58.39	39.46	57.72	34.07	95.65	30.18	55.89	96.32	28.73	17.62	56.90	99.00	99.00	99.00	32.20	57.05	95.65	95.65	95.65	30.18
KAM9010564.1	95.99	95.99	95.99	95.99	96.55	96.55	96.08	92.09	86.03	95.99	95.99	95.99	57.05	34.07	34.07	55.89	30.18	30.18	30.18	95.32	58.39	33.33	93.65	57.72	30.15	95.65	56.71	33.21	34.07	58.72	58.05	34.43	34.43	92.89	84.52	84.52	95.99	95.99	58.05	93.65	57.05	34.09	95.67	86.58	97.99	97.99	97.99	97.99	97.99	90.40	97.99	57.05	57.05	35.16	35.16	95.32	95.32	32.72	57.72	93.98	57.38	93.65	56.71	95.67	95.32	95.32	87.80	95.32	94.31	88.40	94.31	34.07	58.72	57.38	34.43	34.43	95.99	95.99	95.99	95.99	95.99	95.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	33.33	57.72	94.31	57.72	94.98	95.99	33.70	58.05	57.72	32.60	95.32	57.05	93.65	57.72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	57.72	32.95	92.98	34.94	54.98	96.66	96.66	91.64	57.38	33.33	95.59	91.63	95.32	95.32	95.32	88.00	95.32	56.23	56.23	29.71	96.32	30.07	55.70	94.65	87.20	94.65	55.37	96.51	95.99	57.72	95.32	25.30	34.23	33.70	25.30	56.71	94.98	94.98	35.40	58.72	94.65	32.73	57.05	93.65	86.40	93.65	96.32	57.38	57.38	57.38	57.38	41.67	38.84	95.65	58.05	33.70	94.31	95.32	57.72	58.39	33.33	94.31	94.31	94.31	94.65	94.65	34.43	48.02	58.39	39.46	57.72	34.07	95.65	30.18	55.89	96.32	28.73	17.62	56.90	99.00	99.00	99.00	32.20	57.05	95.65	95.65	95.65	30.18
KAM9010563.1	95.99	95.99	95.99	95.99	96.55	96.55	96.08	92.09	86.03	95.99	95.99	95.99	57.05	34.07	34.07	55.89	30.18	30.18	30.18	95.32	58.39	33.33	93.65	57.72	30.15	95.65	56.71	33.21	34.07	58.72	58.05	34.43	34.43	92.89	84.52	84.52	95.99	95.99	58.05	93.65	57.05	34.09	95.67	86.58	97.99	97.99	97.99	97.99	97.99	90.40	97.99	57.05	57.05	35.16	35.16	95.32	95.32	32.72	57.72	93.98	57.38	93.65	56.71	95.67	95.32	95.32	87.80	95.32	94.31	88.40	94.31	34.07	58.72	57.38	34.43	34.43	95.99	95.99	95.99	95.99	95.99	95.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	33.33	57.72	94.31	57.72	94.98	95.99	33.70	58.05	57.72	32.60	95.32	57.05	93.65	57.72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	57.72	32.95	92.98	34.94	54.98	96.66	96.66	91.64	57.38	33.33	95.59	91.63	95.32	95.32	95.32	88.00	95.32	56.23	56.23	29.71	96.32	30.07	55.70	94.65	87.20	94.65	55.37	96.51	95.99	57.72	95.32	25.30	34.23	33.70	25.30	56.71	94.98	94.98	35.40	58.72	94.65	32.73	57.05	93.65	86.40	93.65	96.32	57.38	57.38	57.38	57.38	41.67	38.84	95.65	58.05	33.70	94.31	95.32	57.72	58.39	33.33	94.31	94.31	94.31	94.65	94.65	34.43	48.02	58.39	39.46	57.72	34.07	95.65	30.18	55.89	96.32	28.73	17.62	56.90	99.00	99.00	99.00	32.20	57.05	95.65	95.65	95.65	30.18
KAM9010562.1	95.99	95.99	95.99	95.99	96.55	96.55	96.08	92.09	86.03	95.99	95.99	95.99	57.05	34.07	34.07	55.89	30.18	30.18	30.18	95.32	58.39	33.33	93.65	57.72	30.15	95.65	56.71	33.21	34.07	58.72	58.05	34.43	34.43	92.89	84.52	84.52	95.99	95.99	58.05	93.65	57.05	34.09	95.67	86.58	97.99	97.99	97.99	97.99	97.99	90.40	97.99	57.05	57.05	35.16	35.16	95.32	95.32	32.72	57.72	93.98	57.38	93.65	56.71	95.67	95.32	95.32	87.80	95.32	94.31	88.40	94.31	34.07	58.72	57.38	34.43	34.43	95.99	95.99	95.99	95.99	95.99	95.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	33.33	57.72	94.31	57.72	94.98	95.99	33.70	58.05	57.72	32.60	95.32	57.05	93.65	57.72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	57.72	32.95	92.98	34.94	54.98	96.66	96.66	91.64	57.38	33.33	95.59	91.63	95.32	95.32	95.32	88.00	95.32	56.23	56.23	29.71	96.32	30.07	55.70	94.65	87.20	94.65	55.37	96.51	95.99	57.72	95.32	25.30	34.23	33.70	25.30	56.71	94.98	94.98	35.40	58.72	94.65	32.73	57.05	93.65	86.40	93.65	96.32	57.38	57.38	57.38	57.38	41.67	38.84	95.65	58.05	33.70	94.31	95.32	57.72	58.39	33.33	94.31	94.31	94.31	94.65	94.65	34.43	48.02	58.39	39.46	57.72	34.07	95.65	30.18	55.89	96.32	28.73	17.62	56.90	99.00	99.00	99.00	32.20	57.05	95.65	95.65	95.65	30.18
KAM9010561.1	95.99	95.99	95.99	95.99	96.55	96.55	96.08	92.09	86.03	95.99	95.99	95.99	57.05	34.07	34.07	55.89	30.18	30.18	30.18	95.32	58.39	33.33	93.65	57.72	30.15	95.65	56.71	33.21	34.07	58.72	58.05	34.43	34.43	92.89	84.52	84.52	95.99	95.99	58.05	93.65	57.05	34.09	95.67	86.58	97.99	97.99	97.99	97.99	97.99	90.40	97.99	57.05	57.05	35.16	35.16	95.32	95.32	32.72	57.72	93.98	57.38	93.65	56.71	95.67	95.32	95.32	87.80	95.32	94.31	88.40	94.31	34.07	58.72	57.38	34.43	34.43	95.99	95.99	95.99	95.99	95.99	95.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	33.33	57.72	94.31	57.72	94.98	95.99	33.70	58.05	57.72	32.60	95.32	57.05	93.65	57.72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	57.72	32.95	92.98	34.94	54.98	96.66	96.66	91.64	57.38	33.33	95.59	91.63	95.32	95.32	95.32	88.00	95.32	56.23	56.23	29.71	96.32	30.07	55.70	94.65	87.20	94.65	55.37	96.51	95.99	57.72	95.32	25.30	34.23	33.70	25.30	56.71	94.98	94.98	35.40	58.72	94.65	32.73	57.05	93.65	86.40	93.65	96.32	57.38	57.38	57.38	57.38	41.67	38.84	95.65	58.05	33.70	94.31	95.32	57.72	58.39	33.33	94.31	94.31	94.31	94.65	94.65	34.43	48.02	58.39	39.46	57.72	34.07	95.65	30.18	55.89	96.32	28.73	17.62	56.90	99.00	99.00	99.00	32.20	57.05	95.65	95.65	95.65	30.18
KAM9010560.1	95.99	95.99	95.99	95.99	96.55	96.55	96.08	92.09	86.03	95.99	95.99	95.99	57.05	34.07	34.07	55.89	30.18	30.18	30.18	95.32	58.39	33.33	93.65	57.72	30.15	95.65	56.71	33.21	34.07	58.72	58.05	34.43	34.43	92.89	84.52	84.52	95.99	95.99	58.05	93.65	57.05	34.09	95.67	86.58	97.99	97.99	97.99	97.99	97.99	90.40	97.99	57.05	57.05	35.16	35.16	95.32	95.32	32.72	57.72	93.98	57.38	93.65	56.71	95.67	95.32	95.32	87.80	95.32	94.31	88.40	94.31	34.07	58.72	57.38	34.43	34.43	95.99	95.99	95.99	95.99	95.99	95.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	33.33	57.72	94.31	57.72	94.98	95.99	33.70	58.05	57.72	32.60	95.32	57.05	93.65	57.72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	57.72	32.95	92.98	34.94	54.98	96.66	96.66	91.64	57.38	33.33	95.59	91.63	95.32	95.32	95.32	88.00	95.32	56.23	56.23	29.71	96.32	30.07	55.70	94.65	87.20	94.65	55.37	96.51	95.99	57.72	95.32	25.30	34.23	33.70	25.30	56.71	94.98	94.98	35.40	58.72	94.65	32.73	57.05	93.65	86.40	93.65	96.32	57.38	57.38	57.38	57.38	41.67	38.84	95.65	58.05	33.70	94.31	95.32	57.72	58.39	33.33	94.31	94.31	94.31	94.65	94.65	34.43	48.02	58.39	39.46	57.72	34.07	95.65	30.18	55.89	96.32	28.73	17.62	56.90	99.00	99.00	99.00	32.20	57.05	95.65	95.65	95.65	30.18
KAM9010559.1	95.99	95.99	95.99	95.99	96.55	96.55	96.08	92.09	86.03	95.99	95.99	95.99	57.05	34.07	34.07	55.89	30.18	30.18	30.18	95.32	58.39	33.33	93.65	57.72	30.15	95.65	56.71	33.21	34.07	58.72	58.05	34.43	34.43	92.89	84.52	84.52	95.99	95.99	58.05	93.65	57.05	34.09	95.67	86.58	97.99	97.99	97.99	97.99	97.99	90.40	97.99	57.05	57.05	35.16	35.16	95.32	95.32	32.72	57.72	93.98	57.38	93.65	56.71	95.67	95.32	95.32	87.80	95.32	94.31	88.40	94.31	34.07	58.72	57.38	34.43	34.43	95.99	95.99	95.99	95.99	95.99	95.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	33.33	57.72	94.31	57.72	94.98	95.99	33.70	58.05	57.72	32.60	95.32	57.05	93.65	57.72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	57.72	32.95	92.98	34.94	54.98	96.66	96.66	91.64	57.38	33.33	95.59	91.63	95.32	95.32	95.32	88.00	95.32	56.23	56.23	29.71	96.32	30.07	55.70	94.65	87.20	94.65	55.37	96.51	95.99	57.72	95.32	25.30	34.23	33.70	25.30	56.71	94.98	94.98	35.40	58.72	94.65	32.73	57.05	93.65	86.40	93.65	96.32	57.38	57.38	57.38	57.38	41.67	38.84	95.65	58.05	33.70	94.31	95.32	57.72	58.39	33.33	94.31	94.31	94.31	94.65	94.65	34.43	48.02	58.39	39.46	57.72	34.07	95.65	30.18	55.89	96.32	28.73	17.62	56.90	99.00	99.00	99.00	32.20	57.05	95.65	95.65	95.65	30.18
KAM9010558.1	95.99	95.99	95.99	95.99	96.55	96.55	96.08	92.09	86.03	95.99	95.99	95.99	57.05	34.07	34.07	55.89	30.18	30.18	30.18	95.32	58.39	33.33	93.65	57.72	30.15	95.65	56.71	33.21	34.07	58.72	58.05	34.43	34.43	92.89	84.52	84.52	95.99	95.99	58.05	93.65	57.05	34.09	95.67	86.58	97.99	97.99	97.99	97.99	97.99	90.40	97.99	57.05	57.05	35.16	35.16	95.32	95.32	32.72	57.72	93.98	57.38	93.65	56.71	95.67	95.32	95.32	87.80	95.32	94.31	88.40	94.31	34.07	58.72	57.38	34.43	34.43	95.99	95.99	95.99	95.99	95.99	95.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	33.33	57.72	94.31	57.72	94.98	95.99	33.70	58.05	57.72	32.60	95.32	57.05	93.65	57.72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	57.72	32.95	92.98	34.94	54.98	96.66	96.66	91.64	57.38	33.33	95.59	91.63	95.32	95.32	95.32	88.00	95.32	56.23	56.23	29.71	96.32	30.07	55.70	94.65	87.20	94.65	55.37	96.51	95.99	57.72	95.32	25.30	34.23	33.70	25.30	56.71	94.98	94.98	35.40	58.72	94.65	32.73	57.05	93.65	86.40	93.65	96.32	57.38	57.38	57.38	57.38	41.67	38.84	95.65	58.05	33.70	94.31	95.32	57.72	58.39	33.33	94.31	94.31	94.31	94.65	94.65	34.43	48.02	58.39	39.46	57.72	34.07	95.65	30.18	55.89	96.32	28.73	17.62	56.90	99.00	99.00	99.00	32.20	57.05	95.65	95.65	95.65	30.18
KAM9010557.1	95.99	95.99	96.06	96.06	96.14	96.14	95.77	92.62	87.72	95.99	95.99	95.77	53.95	33.43	33.43	52.97	29.61	29.61	29.61	95.21	55.08	33.13	93.80	55.08	30.28	95.77	53.67	32.12	33.13	55.37	54.80	33.74	33.74	93.26	86.44	86.44	95.99	95.77	54.80	94.08	54.24	33.75	96.59	89.20	97.99	97.99	97.99	97.99	97.99	92.16	98.31	53.95	53.95	34.04	34.04	95.32	95.49	32.01	54.24	94.65	54.52	93.80	53.67	95.67	95.32	95.32	89.35	95.49	94.31	89.54	94.37	34.65	56.21	54.24	33.74	33.74	95.99	95.99	89.46	96.06	88.15	88.15	100.00	100.00	100.00	100.00	100.00	100.00	100.00	32.81	55.37	94.65	54.52	95.21	96.06	33.13	55.08	54.52	32.52	95.21	53.95	94.08	54.52	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	55.37	32.50	93.24	33.85	53.31	92.83	96.34	80.92	54.52	32.83	95.77	92.62	95.32	95.32	95.32	89.54	95.49	53.26	53.26	29.82	96.34	29.52	52.82	94.65	88.89	94.93	52.82	96.84	96.34	54.52	95.49	26.54	33.66	33.43	26.54	53.67	94.98	95.21	34.55	55.65	94.93	32.33	54.24	93.65	88.24	94.08	96.34	54.24	54.24	54.24	54.24	40.77	38.57	95.77	55.08	33.43	94.65	95.49	54.80	55.93	32.83	94.31	94.31	94.65	94.65	94.93	33.43	45.49	55.08	39.07	54.52	32.83	95.77	29.91	52.97	96.06	29.00	17.62	53.82	99.00	99.00	98.87	31.87	54.80	95.65	95.65	95.49	29.31
KAM8988953.1	57.72	57.72	55.08	55.08	55.43	55.43	55.21	53.33	50.70	57.72	57.72	55.08	91.06	34.45	34.45	85.43	35.45	35.45	35.03	55.93	91.06	33.23	55.08	91.06	34.66	56.21	89.11	34.35	33.84	91.06	90.22	33.54	33.43	54.51	50.68	50.68	58.39	55.65	88.27	55.93	97.49	33.86	55.13	50.70	58.05	58.05	58.05	58.05	58.05	53.44	55.65	89.11	89.11	34.34	34.34	58.05	54.75	33.33	90.50	55.65	88.55	55.65	84.36	58.70	58.39	58.39	53.40	55.65	58.05	53.11	55.08	34.15	88.27	89.94	34.15	34.15	57.72	57.72	53.47	55.08	51.29	51.29	57.72	57.72	57.72	57.72	57.72	57.72	55.37	32.92	100.00	55.93	87.43	55.08	55.08	33.54	90.22	90.50	33.23	55.65	90.50	55.65	87.99	57.72	57.72	57.72	57.72	57.72	57.72	57.72	57.72	55.37	100.00	33.54	55.93	35.80	75.78	55.94	55.65	47.85	91.62	34.15	55.21	53.33	58.05	58.05	58.05	53.44	55.37	86.27	86.27	33.73	55.37	34.03	84.08	58.39	53.11	55.65	86.59	56.34	55.37	90.78	55.65	26.30	33.65	33.43	25.96	89.11	58.05	55.37	35.56	89.66	55.37	32.73	88.83	57.72	53.11	55.08	55.65	91.62	89.66	89.66	89.66	66.92	62.90	55.65	91.34	33.54	55.65	56.21	91.90	88.27	33.84	58.39	58.39	55.65	59.40	56.50	34.15	74.15	91.62	63.83	91.34	35.06	55.37	35.33	86.27	55.65	33.23	22.12	87.11	57.05	57.05	54.80	33.86	98.88	57.72	57.72	55.08	35.03
KAM8988543.1	32.20	32.20	32.19	32.19	35.98	35.98	35.83	34.66	33.46	32.58	32.58	32.50	32.60	61.59	61.59	33.23	55.49	55.49	55.49	32.81	33.23	61.28	32.19	33.86	62.27	32.50	33.23	58.84	63.72	32.60	33.23	62.80	62.80	34.82	32.12	32.12	32.58	32.50	33.86	33.12	34.17	85.41	35.25	32.82	32.95	32.95	32.95	32.95	32.95	33.33	32.50	33.23	33.23	61.16	61.16	32.95	32.81	61.66	33.86	32.19	33.23	32.81	33.44	36.89	32.58	32.58	32.98	32.50	32.58	33.69	32.50	61.89	33.23	32.60	62.80	62.80	32.20	32.20	30.30	32.19	29.58	29.58	32.95	32.95	32.95	32.95	32.95	32.95	32.50	97.57	33.54	32.19	32.60	32.50	32.50	60.67	32.92	33.54	60.67	32.50	33.23	32.81	34.17	32.95	32.95	32.95	32.95	32.95	32.95	32.95	32.95	32.50	33.54	100.00	32.19	59.63	35.94	32.17	32.50	28.62	32.60	63.41	35.42	33.86	32.20	32.20	32.20	32.97	32.19	32.92	32.92	55.32	32.81	57.14	33.75	32.58	32.97	32.50	34.48	35.66	32.50	33.23	32.50	48.15	62.44	60.37	48.15	32.92	32.58	32.50	60.37	32.92	32.50	60.79	33.54	32.95	33.69	32.81	32.50	33.23	33.54	33.54	33.54	33.73	32.48	32.19	32.60	61.59	32.50	32.81	33.23	33.86	63.41	32.20	32.20	32.19	32.20	32.19	63.41	34.51	32.92	31.99	32.60	63.72	32.19	56.40	32.92	32.81	57.62	35.00	33.54	32.58	32.58	32.19	87.84	33.54	32.20	32.20	32.19	56.71
KAM8806775.1	94.98	94.98	95.49	95.49	94.98	94.98	94.62	91.51	86.67	94.98	94.98	95.21	55.65	31.91	31.91	53.82	29.61	29.61	29.61	94.93	55.37	31.91	94.08	55.93	29.66	95.21	55.08	30.61	32.22	55.93	55.37	32.22	32.22	93.63	86.44	86.44	94.98	95.77	55.65	93.80	54.80	33.44	92.05	85.37	92.31	92.31	92.31	92.31	92.31	87.91	92.68	54.80	54.80	32.83	32.83	94.31	94.93	31.71	54.80	93.24	55.93	93.80	54.24	93.51	94.31	94.31	88.71	94.93	94.31	89.54	94.65	34.04	56.78	55.37	32.52	32.52	94.65	94.65	88.25	95.21	86.71	86.71	92.98	92.98	92.98	92.98	92.98	92.98	93.24	31.87	55.93	93.24	55.37	94.65	95.49	31.61	55.65	55.65	32.22	94.65	55.37	93.52	55.65	92.98	92.98	92.98	92.98	92.98	92.98	92.98	92.98	93.24	55.93	32.19	100.00	34.15	52.74	91.90	95.77	80.06	55.93	31.61	94.62	91.51	93.98	93.98	93.98	88.89	94.65	53.54	53.54	30.12	95.21	30.12	53.39	93.98	88.56	94.65	53.67	95.44	94.93	55.93	94.65	25.89	33.66	32.22	25.89	55.08	94.31	94.93	34.24	56.21	94.37	31.72	55.65	92.64	88.24	93.52	96.34	54.52	55.08	55.08	55.08	41.92	40.00	95.21	56.21	31.91	94.08	95.21	55.37	56.78	31.61	93.31	93.31	94.08	92.98	93.80	32.83	45.92	55.65	40.14	55.93	32.22	94.65	30.82	53.26	95.49	29.31	18.06	54.67	91.97	91.97	92.11	31.25	55.37	93.98	93.98	94.37	29.31
